review,sentiment
"This is one of the funniest movies I have ever seen. If you know the Real World and the people from those shows, this movie will be top notch, if you have never seen the real world you will still think it is an extremely funny movie but you won't get some of the inside jokes about the actors and the tv show.",positive
"I'm a large scarred heterosexual male ex-bouncer, ex-rugby player, and ex-boxer, and I love this movie.<br /><br />It's no ""Mystic River."" It's a piece of fluff. But there is room in life for fluff, and when that fluff is engagingly shot, well-acted by attractive, likable people, cleverly plotted and full of good dialogue, there's even more room for it.<br /><br />I'm not the biggest Tom Selleck fan. But he's good in this. So are Julianne Nicholson (love her bald head and freckles), Ellen Degeneres, Kate Capshaw and even Tom Everett Scott (That Thing You Do!).<br /><br />The scenery is nice, the mood is upbeat, there's heartache and wistfulness and farce and even a little redemption.<br /><br />Any (male) reviewer who disses this movie is, shall we say, not perfectly confident in his masculinity. In the meantime I'll continue to catch bits and pieces of it without apology whenever it shows up on cable.",positive
"At first,this movie seems so bad that i almost fell in a trance the first time i saw it.It was like a bad dream.A cosmic bore.But i gave it a second chance,then another and another,etc...I finally got addicted to this film,due to it's dreamlike slow pace,wonderful natural sets,bathed in a mellow autumn light and especially the musical score,which is made of some 70's progressive rock and absolute exquisite folk songs by actor/singer/songwriter Derek Lamb(the Troubadour).You should notice the song about hazel wood,silver trout and lady vanishing in the air...,heard in the middle and near the end of the film.There are some carnal scenes in the beginning ,wich allow us to appreciate the natural charms of Elizabeth Suzuki.If that movie had been made by some ""repertoire"" directors like Bergman,Lars Von Triers or Jean-Luc Goddard,critics would have rolled on the floor,raving about that movie as if it were a cosmic masterpiece.I personally think this film is one million times superior to any of Fellini's cinematic sh#¤@t!Definitely not for the pretentious.",positive
"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was thoroughly provacative. the way that it was depicting the human crucifix about Jesus Christ was really interesting. The tearing about limbs and jaws was awesome brutally gruesome. Don't watch this if you have a weak heart, you wouldn't be able to stand it.",positive
"When I first watched this show on Cartoon Network, I found it uninteresting. Then I read a lot of good messages about this show, and I decided to watch it. The show was so boring. Each episode was predictable. More, this show has no logic. Hypersmart girls, who are going to school and sometimes do such stupid things, 99% of episodes start with a Monster attacking Townswille, then Mayor (he is a real fool, he is NOT funny, he is so stupid, that I can't imagine how he became a Mayor). Professor, yes, supposed to be the smartest person in this show, but actually... He even found no difference between monster and his brother. Narrator's comments also make this show boring. Because they also have similar lines in the beginning of each episode and in the ending. Also the animation is very strange. Everything except main heroes is shown in an ugly way. Also in every epsode this show is giving you some life-lessons, and it means that it is oriented on little children, but if you look closer, you will see, that there is a lot of violence and even blood(!!!) during their battles.",negative
"Low-budget murder mystery about a Public Defender trying to clear his client of a murder the man had been convicted of 12 years previously. Complicating things is the fact that he escaped custody after his conviction, but the PD believes the man to be innocent of the murder and works to find the real killer. Gig Young as the PD is okay, and James Anderson as the convicted killer is actually pretty good, but the picture as a whole just rambles along with little suspense, and despite some good character actors in the cast, the performances are generally below par. Director George Archainbaud was apparently more at home making westerns--he was churning out Gene Autry's TV series at Columbia at around this time--but even if he had tried to inject any liveliness into this picture, the hack script would have defeated his attempts. Average at best, the film climaxes with a courtroom scene that's straight out of an episode of ""Perry Mason"" and is just as predictable.",negative
"Possibly the worst film within the genre in existence. It was announced as a comedy, but is simply tragically pathetic. I don't think anyone could have achieved anything more terrible and irritating if they were specifically requested to. It is toilet humour at its very poorest, I would avoid even watching the trailer. I only went to see it because it was announced that if you like Monty Python, you are bound to love this. Whoever wrote that was either biased or seriously deranged. I am still bewildered how one can honestly believe such a statement. Rarely do I leave the cinema, really it takes a lot of effort for a film to have that effect on me: this one did it in just 30 minutes.",negative
"I thought this had the right blend of character, plot, futuristic stuff and special effects without going over board. It will take a while to get going, but the acting was good and I was intrigued by the angel who is not to hard to look at. I like the attitude too! Certainly not like other attempts at futuristic stories.",positive
"I think a great many viewers missed entirely the fact that this is obviously a parody of western films.<br /><br />This is not a bad movie - it is a clever tongue in cheek take on westerns. I don't believe this film was taking itself seriously for a moment.<br /><br />What makes this film even more unique is the fact it is centered around 4 strong, beautiful women, two of which are black, one Asian, and a Mexican/Hispanic character.<br /><br />These aren't your usual western women--they're tough--they can draw fast and shoot straight.<br /><br />They're so tough even the bartender is shaking when he pours their whiskey.<br /><br />The plot which moves this story along is typical of westerns--in the vein of ""you shot my brother--so I'm gonna get you!"" Only in this western, a woman's sister has been shot and she's out for vengeance on the gang who did it.<br /><br />So she goes and rounds up her old cronies from her bank robbing days.<br /><br />One of them, Maria, is not really all that interested in avenging Rachel's sister, but she is motived by the fact there's gold and jewelry hidden in the town where they're headed.<br /><br />There are a couple of scenes that don't quite make sense, not that they interfere that much, they can be ignored, but I wondered why they were there. So the film could use a little tightening, but over all, this is a well made film that has failed to find an audience that recognized what it is.<br /><br />My only disappointment was that the only lesbian in the film is a villain--of the ""heroines"", one is obviously straight, the others sexual orientations are never disclosed.<br /><br />7 Stars",positive
"This film really disappointed me. The acting is atrocious. Unbelievable. And it's about actors. The story is incredibly obvious: A group of independent actors stage a Passion Play and, in turn, they start to live out the lives of the characters they play. I've been watching a lot of movies lately, thanks to Netflix, and this is the first one I haven't watched all the way through in a long time. I felt I didn't need to see the end; we all know the end of this story.<br /><br />For some, it seems, this ""modernization"" of the Gospels is either sacrilegious or enlightening. I cannot speak to any of this as I wasn't raised in the Christian church. That being said, I was raised in the US and I live in an increasingly Christian culture. I'm curious enough about Jesus and about the modernization of the religion, for better or worse. I haven't seen Mel Gibson's version, but I'm guessing that those who liked that one will like this, except for the most conservative. I just wish this was a better film.<br /><br />Lots of these reviews praise Arcand's direction and especially the cinematography. I liked neither. The film itself is rather prudish and preachy. I didn't believe the characters' personae and I was never involved with their on screen lives. The play within the play is very much dated and would not, I think, carry it's own weight in a real time production. But that's beside the point. What I really needed for this to work would have been stronger development of the characters and the plot to support the philosophical and theological questions the film would like to be about. And the musical choices are obvious and unoriginal.<br /><br />There were two examples of this that come easily to mind. Firstly, there is a reenactment of the parable of Jesus driving the money lenders from the temple: the lead actor, who has fallen for the woman who will play Magdalene and who is also a model and dancer, becomes enraged that she must debase herself by auditioning for a commercial (with a wicked producer and plenty of panting men in the audience) with her pants off. He trashes the place and chases them all out. I guess this is the level that the film wishes to reach. The romance between these two is entirely arbitrary and not at all emotionally realized and the scene is played out like a high-school rendering of Death of a Salesman, i.e., not well. Please stop hitting me over the head with this high-handed ""significance."" The other is the relationship between the other female lead and the priest who has asked them to do the play and who, eventually, turns against them and betrays them to the nowadays-corrupt Church. Why. Why does she sleep with this guy. ""It brings him so much pleasure and me so little pain."" Ah, the saintly whore and the lovable old coot. It seems to be just enough for Arcand to signify but not worth the trouble to enrich and enliven these characters. They are going through the motions and I'm reaching for the eject button.<br /><br />Feel free to write me off as bored, jaded or just not interested. Feel free to watch this movie and see the Passion, in all its beauty, sadness and inspiration, delivered as an amateurish and gimmicky charade. Feel free to have all your preconceived ideas affirmed and see any shred of artistic integrity forsaken for monotonous drivel. But don't say I didn't warn you.",negative
"""Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like ""Jurassic Park"", ""Poltergeist"" and ""War of the Worlds"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every ""daddy"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now ""Cape Fear"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (""You already sacrificed me!"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook ""close up-mid shot-wide shot"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with ""Gangs of New York"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.",negative
"I know it's not original, but what the hey? What else can be said about it? I feel unutterably silly just paying any attention at all to ""From Hell It Came"". The movie makes the important political and social issue of fallout from atmospheric atomic tests seem a matter for joking and dismissal, not the concern and alarm being raised by scientists all over the world at the time.",negative
"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each. Really, there is no character development and no real plot to speak of. There are only the most skeletal of motivations for the characters to do anything while they trudge forward to their unavoidable dooms. It's all just an excuse to show a creepy ghost kid (who seems to have gotten some of the family cat mixed up in his ectoplasm) and his ghost mom (with long black hair hanging in her face kind of like ""The Ring"") take down a bunch of cardboard cut-out, two-dimensional excuses for human characters.<br /><br />This English-language version of ""The Grudge"" is the equivalent of cinematic junk food; satisfying momentarily, but not really what you ought to be living on.<br /><br />Not recommended.",negative
"A widely unknown strange little western with mindblowing colours (probably the same material as it was used in ""Johnny Guitar"", I guess ""Trucolor"" or something, which makes blood drips look like shining rubies), nearly surrealistic scenes with twisted action and characters. Something different, far from being a masterpiece, but there should be paid more attention to this little gem in western encyclopedias.",positive
"You should not take what I am about to say lightly. I've seen many, many films and have reviewed a great deal of them, in print. So when I tell you that this film has the single funniest scene I have ever seen in a movie, you might want to listen to me. There's a lot of diversity of opinion as to what makes this INCREDIBLY stupid movie as funny as it is. And to those who just didn't get, well, I can't blame them, too much. The scene I speak of, comes at about the 30 minute mark and involves a dead convict shackled to John Candy. Up until that point, I had found the film dumb, confusing and it was beginning to lose me. When this scene came up, I laughed so hard, I peed my pants. No movie has ever done that to me before. When the project began, ""Going Berserk"" was supposed to be the SCTV movie. I remember it being announced. As time went on, the cast was whittled down To John Candy, Joe Flaherty & Eugene Levy. There also must have been a regime change at Universal, while it was being shot, because upon being released, it was shown in nearly ZERO theaters. When watching this a second time, I listened to the theme song (which actually flaunts how incomprehensible the plot is, in the lyrics), relaxed my logic nerve and figured out what was going on. Aside from the aforementioned routine, ""Going Berserk"" has many other hilarious scenes to recommend it. This is almost a 3 Stooges flick, except it's much funnier. Director David Steinberg has razor sharp timing, and he must have been laughing all through this. As for Candy, who's basically in charge here, he has NEVER been funnier. With all the plot devices and explanatory scenes thrown out the window, he absolutely runs wild. Flaherty and Levy follow him effortlessly. There is a plot, but it's a plot like ""Animal House"" had a plot, and yeah, the script is uneven, and a little slow to start. Once you know this, however, you can well appreciate the full SCTV style craziness that transpires. It IS stupid, but it's stupid on purpose, and you need to remember that when you see it. DO see it, and discover for yourself, if it has the funniest scene of all time in it.",positive
"The operative rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an interminably long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when comparing the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that sets the stage for a film that features repeated stretches of mind-numbing nothingness, made even worse by the fact that I found a significant amount of the dialogue to be almost incoherent. In the end, I couldn't even watch this in one sitting. I got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in many ways is a shame, because there are positives here. The performances are generally of a high calibre, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that ever-present mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to establish themselves in Johnson County and a local cattle company's efforts to stop them by killing a number of them in collaboration with the government and the military. There's also some absolutely breathtaking scenery shots. Having said that, the whole thing could frankly have been done in half the time - and should have been. In the end, all those potential positives are washed out by - again - the mind-numbing nothingness that the movie seems to revolve around. Seriously - 2/10.",negative
"This movie is bad. I saw the rated and the unrated versions. They are terrible!! Now, I know it's suppose to be a low budget, porn spoof of spiderman, but Spiderbabe is just not good at being bad-good. It's not funny! Not funny at all!! I wanted to laugh. I tried to laugh. But this movie let me down. At least the unrated version has lots of nudity to look forward to. And is it me, because Mundae is not a great looking woman. From the waist down she's okay, but on the way up leaves much to be desired. She does look good in that school girl outfit. Please, if you must watch this spiderbabe, rent it first. Rated or unrated, doesn't really make any difference, they're both bad to me!!",negative
"This is the epitome of bad 80's film-making, unless you are a pre-pubescent girl. Riding on a big name like madonna, a story line that physically assaults one's intelligence and humour that is most suited for a nursery school. If there was ever any doubt i think this turd of a movie clearly displays Madonna's absolute lack of acting talent and made me feel highly embarrassed on her behalf. The only thing i can't believe is that they ever let the director near another movie again. Madonna spends most of the movie prancing around like an infantile rag doll, and talking like a baby. It is painfully obvious that the only reason this movie was ever made was due to the fact that Madonna was a big name in pop music at the time. DO NOT BE DUPED INTO SEEING THIS AWFUL ATTEMPT TO CASH IN ON POP STARDOM. Stay away at all costs!",negative
"A very tired looking Burt Reynolds plays a mercenary battling his former employers for some gizmo these non-heroes plan to sell to ""the Iranians."" Low-rent video nonsense by the producers of ""Silk Stalkings"" offers some decent action footage and a lot of ineptly staged ""drama""...a lack of logic and truly dreadful dialogue are the defining aspects, although the final twists and allegiance shifts could've been a nifty end to a better movie. Burt still has presence, although it also means you notice more when he mouths insultingly half-baked ""one-liners"".",negative
"This film is a fun little private eye detective story like they aren't made any more. It's all there: Tom Conway is the suave detective called The Falcon, Goldie Locke (what's in a name) is his wisecracking bumbling sidekick, Louisa Braganza is the damsel in distress, and of course there are the damsels maid, the professor with the secret formula, the bad guy that wants the formula, and the police inspector who's after The Falcon. There is a murder, and The Falcon gets implicated. The scenery is night clubs, expensive hotel rooms, a luxury train, the suburbs, and beautiful cars. Go watch this little gem when you see it pass by on afternoon TV!",positive
"I really have problems rating this movie. It is directed brilliantly, there is obviously a lot of money in it. Gere and Danes are intense (although her screen personality could use a bit more defining and spicing up), editing and cinematography are excellent. On the other hand, it is one of those really really sick movies where one cannot help but wonder whether the director himself likes to stage specific scenes, and, yes, one cannot help but wonder how many copycats will such a movie inspire.<br /><br />In purely artistic terms, it is a 9, but I really have to ask myself who these people are giving their money to produce such a movie ....",negative
"The first time I had the window of opportunity to see this all but forgotten classic was back in the early 1980's,at one of our art houses as a revival. As I watched this fever dream of an exercise in 1930's sexuality, I thought YOWZA! They got away with murder in Europe back in the day. Unfortunately, this film was heavily cut in it's original U.S. release by the blue nosed Hayes Office (the staunch government censorship board,started by the ""holier than thou"" Bible thumper, Will Hayes...a former Post Office official,if you can believe that),due to it's overall theme of human sexuality (Heaven's forbid humans actually had sex in the 1930's). The plot of Ecstasy concerns a young woman (played by Hedy Lamarr)who marries a much older man,and later regrets it. She (Lamarr)meets a handsome younger man & has an affair with him, resulting in a divorce from previous husband (another no no in Hollywood movies back then---Divorce!). Despite the fact that the film was produced in 1933, it was probably the director's first time working in the sound format (i.e. the film seems to possess techniques that were used mostly in silent films---i.e. 1920's expressionism's). It's still worth searching out for a window into early European talking pictures,along with Luis Bunuels L'Age Dor (1930),and Karl Gustav Dryer's 'Vampyre' (1931). Not rated,but contains that infamous nude swimming scene & some thinly veiled sexual references, which would fare little more than a PG-13 by today's standards (but would have easily landed the dreaded 'X',back in the 30's,if it existed then)",positive
"this isn't 'Bonnie and Clyde' or 'Thelma and Louise' but it is a fine road movie. it sets up its two main characters gently and easily. viewers learn the underlying tensions quickly, which is a tribute to the director. there is the young french (and English) speaking son who wants to do well in France, has a french girlfriend and who drinks alcohol, parties as young men do. And there is his moroccan arabic (and french) speaking father who devoutly follows his Muslim faith, with generosity and the wisdom of elders and who rejects the new culture surrounding him (like mobile phones). the film could explore very powerful politics - the odd couple drive thru the former Yugoslavia, thru Turkey and then thru the Middle East to get to Mecca. these are areas where the Muslim populations have been involved in wars, repression, ethnic cleansing; where dictators have pursued torture and summary executions to hold power and where religious communities are in constant deadly battle with each other. yet the film moves thru those places and possibilities with only hints of such agendas. the relationship between the two is key to this film, and faith, politics are the backdrop. it seems to be saying that we are all human, and need to understand and care for each other in order to manage well in this world. it certainly isn't 'Natural Born Killers' and is all the better for it.",positive
"This romantic comedy isn't too bad. There are some funny things happening here and there, and there are some rather memorable characters in it.<br /><br />The acting, however, is amateurish (with the exception of the banker). While some scenes are great fun, others are simply embarrassing. In particular, I found the ""romantic"" part of the story poor. <br /><br />All in all, I guess it's worth seeing if you like football and romantic comedies. It's not really a bad movie, and the ending did feel quite good. Just don't expect anything out of the ordinary. Fair enough if you have an hour and a quarter to kill.",negative
"- A newlywed couple move into the home of the husband's dead former wife. It's not long before the new wife begins to have the feeling that someone doesn't want her in the house. She sees skulls all around the house. But when the husband investigates, he can't find anything. Is someone trying to drive her back to the asylum that she was recently discharged from? Or, is the ghost of the dead wife trying to get the new wife out of her house? <br /><br />- This is the first time that I've watched The Screaming Skull without the assistance of the MST3K crew. And, it will in all likelihood be the last time I watch it this way. Can you say dull? I'm not talking ordinary dull - I'm talking watching grass grow dull. There are great stretches of the movie where nothing happens. The screen could have gone blank and I would have gotten as much entertainment out of it. The characters drone on and on with the most monotonous conversations imaginable. The Screaming Skull could probably be marketed as a sleep aide.<br /><br />- The actors don't help matters much. Most of them deliver lines with the conviction normally reserved for a grade school play. I haven't looked it up, but I would be shocked to find that anyone associated with this movie ever appeared in anything of cinematic value. I won't even go into the script the actors are given to work with. Let's just say that the characters are given some of the most idiotic lines ever uttered on film.<br /><br />- You've been warned! Either avoid this one at all costs or, at least, seek out the MST3K version.",negative
"After seeing Forever Hollywood, it would be natural to want to see a John Waters film. At least, one get to say that they have joined the legions of cinema cognoscenti who have experienced the unique cinematic stylings of perhaps the best known non-mainstream director. It's worth the effort, and PF is a lot better than Eraserhead,and there is a certain campiness about his films which his followers find addicting.",negative
"I sat through this on TV hoping because of the names in it that it would be worth the time...but dear Gussie, whoever thought this script was worth producing? The basic idea is excellent but the execution is appallingly bad, with a constantly illogical sequence of scenes, an ending that is almost laughably melodramatic and poor Rock Hudson wanders through this with an understandably confused look on his slightly sagging face. Looks like a bad B movie from the 40's...",negative
"I was never all that impressed by Night Gallery, but this one episode stands out.<br /><br />A TV network executive auditions an odd act - a young, nerdy boy who proceeds to make prognostications. The exec dismisses the whole thing as a flaky waste of time until both predictions come true the next morning.<br /><br />What first seemed a parlor act becomes a hit show as the kid's predictions prove consistently accurate.<br /><br />Then, one day, he refuses to do the show. Facing imminent showtime, everyone's at wit's end, even threatening him with legal action if he doesn't fulfill his contract and make his daily predictions.<br /><br />The young boy relents, and foretells a seemingly utopian tomorrow.<br /><br />After the show, the befuddled executive asks for an explanation, only to learn why the complete truth is too terrifying to reveal.",positive
"This BBC series is excellent. I am no Paleontologist, but this series gives the best historical representation of dinosaurs I have ever seen. The 3D animation and animatronics are very good and make you believe you have travelled back in time. The BBC deserves a pat on the back for such a fine series as well as Tim Haines who must have spent a great deal of time getting this series to air.",positive
"THE WATERDANCE (1991) The main character of The Waterdance, played by Eric Stoltz, finds himself in a rehab center with some others similarly injured. And there he must face an harsh new life, confined to a wheelchair. It's an interesting, and promising premise, but unfortunately, it fails to deploy. What ensues instead is largely Hollywood schmaltz, with some interesting moments. Certainly the cast (Eric Stoltz, William Forsythe, Wesley Snipes, et al) is brilliant, and perform well here as one would expect, but their talents are wasted. The characters are mainly stereotypes of one kind or another, and most of them are thoroughly unlikeable (the Snipes character being the exception). I suppose this is some kind of attempt to break through people's ideas about the handicapped being ""crippled"" or ""weak"", by depicting them, for the most part, as in-your-face pricks, but it makes for an entirely annoying experience. Admittedly it will show you something of what those with permanent disabilities go through, in a way that is not softened or romanticized, which is useful, and a good idea, but while the process being depicted can make one a difficult person to get along with, and that's worth dealing with, it is not part and parcel to that that these characters must be, to varying degrees, despicable. They wouldn't have to be Disneyfied, either; surely there's a middle ground somewhere. By the film's conclusion, the Eric Stoltz character has come to accept his status as a handicapped person, but since he is such a flaming narcissistic monster from the beginning of the film to the end, we couldn't care less. <br /><br />In addition to its character problems, the film suffers from that weird syndrome that so many Hollywood movies suffer from; the syndrome doesn't really have an official name, but you might call it ""Inexplicable Forgiveness Syndrome"". It goes something like this: characters abuse the crap out of each other, and then without so much as an apology, all is forgiven (an especially obnoxious example of this is in the movie The Breakfast Club, in which one character spends most of the film verbally bullying everybody within earshot; as a resultthey love him. In one of the the latest examples, Spiderman 3, supervillain The Sandman lays waste to a chunk of Manhattan, then wails on Spiderman for what seems like about 15 monotonous minutes before being waved off with what amounts to ""bye, now""). The most egregious example of IFS in The Waterdance is a sequence in which, after being called the n-word by William Forsythe's racist biker character and his friends in the previous scene, the Wesley Snipes character whoops it up with the same Forsythe character in the next scene, as if nothing had just happened just a short time hence. Again, without so much as an ""Oh yeah, sorry about that business back there where I, you know, called you the n-word"". It makes me wonder, do these people actually watch these movies before they release them, or do they just film them with their eyes closed, kind of slap them together in the editing room according to scene number, and call it a day's work?",negative
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"Hard to believe this was directed by Fritz Lang since he mostly directed crime dramas and mysteries. This movie has a cast that includes Robert Young, Randolph Scott, Dean Jagger and John Carradine. Scott plays an outlaw who tries to go straight and leave his old gang and winds up saving Jagger's life. Jagger works for Western Union, a telegraph company that plans to have telegraphs out west. Jagger hires a lot of men to make sure it is done because they have to worry about Indian attacks and bandits. Scott is in charge of the men and Young is a telegraph expert who can't shoot a gun but can ride. Scott meets up with his old gang who want to stop them but Scott can't tell anyone. It's a pretty good western and Lang should of directed some more westerns.",positive
"I'll be honest-- the pimped out purple plane with Snoop Dogg at the helm is an amusing visual gag. It would have been a decent concept for a 30 second commercial, or maybe a 3 minute music video. But the producers have committed the age-old concept comedy sin of stretching 30 seconds of material into an hour and a half of film, and the results are predictably lame. The remainder of the 89 minutes are filled with the typical gamut of racist and sexist humor and fart jokes, offensive and-- worst of all-- painfully unfunny. The threadbare plot screams under the weight of its contrivances. Best to be avoided unless you are drunk or stoned.",negative
"I like bad films, but this thing is a steaming heap. From the shaky cameramen to the horrible sound and devastating acting, don't waste a second on this pile. Fifth graders could have made a better film and first graders could have written a better script. Want a real synopsis? Ugly chicks in neon bikinis dancing for way too long. A disjointed plot made worse by hideous acting. The on-location sets weren't even passable. The church scenes take place in a dance studio, and oh yeah - what's with the two tap-dance numbers that come up out of the blue?<br /><br />Oh, and the total number of naked breasts, which couldn't have even saved this film - 0. Add this one to the trash heap.",negative
This started out as a good sketch comedy. The first few shows were very good and I was looking forward to a long run. What was really funny was the Mariah Carey imitation and the take off on Beverly Hills 90210 featuring the hair fight. The Delta Burke vs William Conrad heavy weight battle was also good. Unfortunately the following shows went downhill relatively quickly. The writing became uninspired and oh so predictable as if the show had acquired a cult following in it's young tenure. Nothing fresh was being offered and the recurring skits were boring. One example is the gun family (or whatever it was called) which became a weekly feature. This sketch was not all that funny to begin with let alone being a regular feature. An example of a quick promising start then a sudden fall.,negative
"A man named Jerry comes into possession of an ancient Aztec doll.However this creepy little figure is possessed by an evil spirit,which takes over Jerry's body and pushes him to spill the blood...I have seen two other horror movies ""The Dorm that Dripped Blood"" and ""The Kindred"" made by Stephen Carpenter and Jeffrey Obrow and I must say that ""The Power"" doesn't disappoint either.The plot is slow-moving,but there are some effective human goo effects and a little bit of gore.The scene of a female tabloid reporter being attacked by arms that come ripping out of a mattress is a hoot.I liked this low-budget horror movie and you should too,if you are into 80's horror genre.8 out of 10.",positive
"Here is another great film critics will love. The problem is that it is not a very good movie.<br /><br />The films premise is simple. Nine convicts escape a prison after the tenth one goes crazy and tells them where the treasure is.<br /><br />The first half has a lot of slapstick some of it very broad while the second half is a character driven descent into fantasy and melancholy.<br /><br />The two halves simply don't mix. Individual scenes do work very well (The guys crashing a friends house who has a new Filipino bride is hilarious While a later scene with the big guy working in the restaurant tugs at the heartstrings.) They simply don't mesh with each other.<br /><br />The movie as well is missing entire set-ups. One scene shows the guys desperately looking for change under a deserted vending machine to buy a snack. The very next scene has the whole crew in drag sitting down in a restaurant. Where did they get the dresses and wigs? (The crew includes both the big guy and a midget) How did they get all the clothes and money to buy the meal? And most puzzling is why are they in drag? They are clearly guys in drag and lets face it is there anything more memorable to witnesses than a big guy and a dwarf eating a meal dressed as women? I mention the big guy and the dwarf because besides the old guy everyone else seems to blend into each other. (In fact they wear matching white jumpsuits throughout most of the movie) The movie has very little character development in the first half and as a result the second half really lacks an emotional punch. As we are often trying to figure out who is who in their individual payoff scenes.<br /><br />Speaking of a drag the second half has all those wonderful sweeping camera shots and big emotional moments and great symbolism that makes a great film. It is also excruciatingly slow which makes for a boring movie.<br /><br />9 Souls is a big disappointment, the reviews gush about a great film and it's in there somewhere, good luck finding it yourself.",negative
